NR,AU,AUNR
n1156,"Corredor-Figueroa, Adriana P.",6.0
n1156,"Rubiano, Wilson",7.0
n1156,"de la Pena, Jairo",8.0
n1156,"Shen, HuaMin",9.0
n1156,"Buehring, Gertrude C.",10.0
n1156,"Patarroyo, Manuel A.",11.0
n1156,"Gutierrez, Maria F.",12.0
n1157,"Pena-Castilla, Zully Mariana",1.0
n1157,"Pulido-Villamarin, Adriana",2.0
n1157,"Castaneda-Salazar, Rubiela",3.0
n1157,"Barbosa-Buitrago, Angelica",4.0
n1157,"Ortiz, Beatriz",5.0
n1157,"Oliver-Espinosa, Olimpo",6.0
n1157,"Vacca-Sanchez, Myriam Luz",7.0
n1158,"Triana-Fonseca, Paula",1.0
n1158,"Parada-Marquez, Juan Fernando",2.0
n1158,"Silva-Aldana, Claudia",3.0
n1158,"Zambrano-Arenas, Daniela",4.0
n1158,"Arias-Gomez, Laura Lucia",5.0
n1158,"Morales-Fonseca, Natalia",6.0
n1158,"Medina-Mendez, Esteban",7.0
n1158,"Restrepo, Carlos M.",8.0
n1158,"Silgado-Guzman, Daniel Felipe",9.0
n1158,"Fonseca-Mendoza, Dora Janeth",10.0
n1159,"Arturo-Terranova, D.",1.0
n1159,"Giraldo, L. J. M.",2.0
n1159,"Satizabal, J. M.",3.0
n1160,"Varon-Vega, F.",1.0
n1160,"Hernandez, A.",2.0
n1160,"Lopez, M.",3.0
n1160,"Caceres, E.",4.0
n1160,"Giraldo-Cadavid, L. F.",5.0
n1160,"Uribe-Hernandez, A. M.",6.0
n1160,"Crevoisier, S.",7.0
n1161,"Camilo Mejia-Escobar, Juan",1.0
n1161,"David Gonzalez-Ruiz, Juan",2.0
n1161,"Duque-Grisales, Eduardo",3.0
n1162,"Valencia, Alida Carolina G.",1.0
n1162,"Delgado, Karen, V",2.0
n1162,"Ruiz-Saenz, Julian",3.0
n1163,"Camilo Gallo-Gomez, Juan",1.0
n1163,"Alejandro Jurado-Castano, Pedro",2.0
n1164,"Castano, Daniela",1.0
n1164,"Echavarria Barboza, Andrea",2.0
n1164,"Maria Arango, Ana",3.0
n1164,"Jaramillo, Carolina",4.0
n1164,"Krikorian, Alicia",5.0
n1165,"Rodriguez Botero, Natalia",1.0
n1165,"Zerrate Misas, Andres",2.0
n1165,"Galvez Cardenas, Kenny Mauricio",3.0
n1165,"Ramirez Quintero, Juan David",4.0
n1166,"Diaz Olariaga, Oscar",1.0
n1166,"Alonso-Malaver, Carlos",2.0
n1167,"Melgarejo, Zuray",1.0
n1167,"Simon-Elorz, Katrin",2.0
n1168,"Esteban Jimenez-Mejia, R.",1.0
n1168,"Law, Chiu Tai",2.0
n1168,"Acuna Herrera, Rodrigo",3.0
n1169,"Duarte-Vargas, Jesus H.",1.0
n1169,"Melo, Omar",2.0
n1169,"Mora-Delgado, Jairo",3.0
n1169,"Castaneda-Serrano, Roman",4.0
n1169,"Vaquiro, Henry",5.0
n1170,"Granados, Oscar M.",1.0
n1170,"De la Pena, Nicolas",2.0
n1171,"Sito, Luanda",1.0
n1171,"Moreno, Emilce",2.0
n1172,"Ortega-Perez, Stefany",1.0
n1173,"Carlos Torres-Rincon, Juan",1.0
n1173,"Marcela Cuesta-Medina, Liliana",2.0
n1174,"Esteban Useche-Pelaez, David",1.0
n1174,"Orlando Diaz-Lopez, Daniel",2.0
n1174,"Sepulveda-Alzate, Daniela",3.0
n1174,"Edison Cabuya-Padilla, Diego",4.0
n1175,"Durango Isaza, Diana Carolina",1.0
n1175,"Gonzalez Marin, Clara Ines",2.0
n1175,"Arias Castano, Enrique",3.0
n1176,"Fonseca Reyes, Ana",1.0
n1176,"Guzman, Luceny",2.0
n1176,"Fonseca Reyes, Angela Jasmin",3.0
n1176,"Gutierrez Pua, Lizeth Del Carmen",4.0
n1177,"Andres Rojas-Carranza, Camilo",1.0
n1177,"Helena Bustos-Cruz, Rosa",2.0
n1177,"Juliana Pino-Pinzon, Carmen",3.0
n1177,"Viviana Ariza-Marquez, Yeimy",4.0
n1177,"Margarita Gomez-Bello, Rosa",5.0
n1177,"Canadas-Garre, Marisa",6.0
n1178,"Camila Bermeo-Giraldo, Maria",1.0
n1178,"Grajales-Gaviria, Daniel",2.0
n1178,"Valencia-Arias, Alejandro",3.0
n1178,"Palacios-Moya, Lucia",4.0
n1179,"Aristizabal-Villa, Guillermo",1.0
n1179,"Plata-Marriaga, Alexis",2.0
n1179,"Escobar-Modesto, Jorge",3.0
n1180,"Castellanos Gonzalez, Leonides",1.0
n1180,"Leal Lozada, Luisa Fernanda",2.0
n1180,"Capacho Mogollon, Alfonso Eugenio",3.0
n1181,"Alvaran Lopez, Sandra Milena",1.0
n1181,"Carrero Torres, Cindy Tatiana",2.0
n1181,"Castellanos Trivino, Hector Rafael",3.0
n1181,"Pinilla Lopez, Heidy Yohanna",4.0
n1182,"Maria Herrera-Victoria, Ana",1.0
n1182,"Zuluaga-Egas, Marlyn",2.0
n1182,"Rojas-Diaz, Vladimir",3.0
n1182,"Valenzuela, Leonor A.",4.0
n1182,"Kattan, Gustavo H.",5.0
n1183,"Alberto Calderon-Ospina, Carlos",1.0
n1183,"Marcela Galvez, Jubby",2.0
n1183,"Lopez-Cabra, Claudia",3.0
n1183,"Morales, Natalia",4.0
n1183,"Martin Restrepo, Carlos",5.0
n1183,"Rodriguez, Jesus",6.0
n1183,"Ancizar Aristizabal-Gutierrez, Fabio",7.0
n1183,"Velez-van-Meerbek, Alberto",8.0
n1183,"Laissue, Paul",9.0
n1183,"Janeth Fonseca-Mendoza, Dora",10.0
n1184,"Forero, Abel M.",1.0
n1184,"Castellanos, Leonardo",2.0
n1184,"Sandoval-Hernandez, Adrian G.",3.0
n1184,"Magalhaes, Alvicler",4.0
n1184,"Tinoco, Luzineide W.",5.0
n1184,"Lopez-Vallejo, Fabian",6.0
n1184,"Ramos, Freddy A.",7.0
n1185,"Novoa-Bravo, Miguel",1.0
n1185,"Fegraeus, Kim Jaderlcvist",2.0
n1185,"Rhodin, Marie",3.0
n1185,"Strand, Eric",4.0
n1185,"Fernando Garcia, Luis",5.0
n1185,"Lindgren, Gabriella",6.0
n1186,"Betancur, Hector Dario",1.0
n1186,"Cano Morales, Abel Maria",2.0
n1187,"Urrego Durango, Viviana Liseth",1.0
n1187,"Andrea Vasquez-Norena, Paula",2.0
n1187,"Barrera Zapata, Rolando",3.0
n1188,"Acevedo, Lorena",1.0
n1188,"Pineres-Olave, Byron Enrique",2.0
n1188,"Nino-Serna, Laura Fernanda",3.0
n1188,"Vega, Liliana Mazzillo",4.0
n1188,"Gomez, Ivan Jose Ardila",5.0
n1188,"Chacon, Shayl",6.0
n1188,"Jaramillo-Bustamante, Juan Camilo",7.0
n1188,"Mulett-Hoyos, Hernando",8.0
n1188,"Gonzalez-Pardo, Otto",9.0
n1188,"Zemanate, Eliana",10.0
n1188,"Izquierdo, Ledys",11.0
n1188,"Mejia, Jaime Piracoca",12.0
n1188,"Gonzalez, Jose Luis Junco",13.0
n1188,"Duran, Beatriz Giraldo",14.0
n1188,"Gonzalez, Carolina Bonilla",15.0
n1188,"Preciado, Helen",16.0
n1188,"Marun, Rafael Orozco",17.0
n1188,"Alvarez-Olmos, Martha, I",18.0
n1188,"Alzate, Carolina Giraldo",19.0
n1188,"Rojas, Jorge",20.0
n1188,"Salazar-Uribe, Juan Carlos",21.0
n1188,"Anaya, Juan-Manuel",22.0
n1188,"Fernandez-Sarmiento, Jaime",23.0
n1189,"Calle-Giraldo, Juan P.",1.0
n1189,"Rojas, Christian A.",2.0
n1189,"Hurtado, Isabel C.",3.0
n1189,"Barco, Carolina",4.0
n1189,"Libreros, Diana",5.0
n1189,"Sanchez, Pablo J.",6.0
n1189,"Lopez, Pio",7.0
n1189,"Arias, Alejandra",8.0
n1189,"Davalos, Diana M.",9.0
n1189,"Lesmes, Maria C.",10.0
n1189,"Pinzon, Elisa",11.0
n1189,"Ortiz, Viviana A.",12.0
n1189,"Lopez-Medina, Eduardo",13.0
n1190,"Triana, Abel J.",1.0
n1190,"Molinares, Jorge L.",2.0
n1190,"Del Rio-Pertuz, Gaspar",3.0
n1190,"Meza, Jose L.",4.0
n1190,"Ariza-Bolivar, Orlando",5.0
n1190,"Robledo-Solano, Andrea",6.0
n1190,"Acosta-Reyes, Jorge",7.0
n1191,"Burbano, J. C.",1.0
n1191,"Diosa, J. E.",2.0
n1191,"Pena Lara, D.",3.0
n1192,"Kaori Valencia-Marin, Cristian",1.0
n1192,"Diego Pulgarin-Giraldo, Juan",2.0
n1192,"Fernanda Velasquez-Martinez, Luisa",3.0
n1192,"Marino Alvarez-Meza, Andres",4.0
n1192,"Castellanos-Dominguez, German",5.0
n1193,"Bermeo Giraldo, Maria Camila",1.0
n1193,"Ruiz Castaneda, Walter Lugo",2.0
n1193,"Villalba Morales, Maria Luisa",3.0
n1194,"Arango-Varela, Sandra S.",1.0
n1194,"Torres-Camargo, David",2.0
n1194,"Reyes-Dieck, Camilo",3.0
n1194,"Zapata-Londono, Maria Bibiana",4.0
n1194,"Maldonado-Celis, Maria E.",5.0
n1195,"Ortega, Ana Maria",1.0
n1195,"Serna, Maribel",2.0
n1196,"Rojas, Axel",1.0
n1196,"Jaramillo Buenaventura, Enrique",2.0
n1197,"Guzman Moreno, Renato",1.0
n1197,"Pedraza Arevalo, Laura Camila",2.0
n1197,"Fajardo, Yeferson",3.0
n1198,"Dominguez De la Ossa, Elsy Mercedes",1.0
n1198,"Alean Romero, Maria Angelica",2.0
n1199,"Fernandez-Nino, Julian A.",1.0
n1199,"Guerra-Gomez, John A.",2.0
n1199,"Idrovo, Avaro J.",3.0
n1200,"Mesa, Felipe",1.0
n1200,"Lopez, Federico",2.0
n1200,"Mesa, Sara",3.0
n1201,"Herrera, Guillermo A.",1.0
n1201,"Lozano, Jose F.",2.0
n1201,"Reyes, Daniela",3.0
n1201,"Rueda, Jonnathan",4.0
n1201,"Romero, Daniel G.",5.0
n1201,"Insuasty, Jesus S.",6.0
n1202,"Henao Estrada, Eugenio",1.0
n1202,"Lopez Arboleda, Gloria Maria",2.0
n1203,"Urra Canales, Miguel",1.0
n1203,"Garzon Ferro, Ana Maria",2.0
n1203,"Garcia Jurado, Mayra Alejandra",3.0
n1203,"Castiblanco Duran, Camilo",4.0
n1203,"Gamba Trimino, Alexander",5.0
n1203,"Lizarazo Zuluaga, Sthefania",6.0
n1204,"Roca, R. M.",1.0
n1204,"Garcia, A. J. T.",2.0
n1204,"Pernaute, A. S.",3.0
n1204,"Agresort M, R.",4.0
n1204,"Zulbaran G, L.",5.0
n1204,"Mendez Lopez, J. D.",6.0
n1205,"Santos-Moreno, P.",1.0
n1205,"Buitrago-Garcia, D.",2.0
n1205,"Villarreal, L.",3.0
n1205,"Cabrera, M.",4.0
n1205,"Castillo, E.",5.0
n1205,"Cardozo, E.",6.0
n1205,"Farietta, S.",7.0
n1205,"Giraldo, R.",8.0
n1205,"Gomez, D.",9.0
n1206,"Cristina Carrera, Silvia",1.0
n1207,"Nieto Calvache, Albaro Jose",1.0
n1207,"Hidalgo, Alejandra",2.0
n1207,"Camila Lopez, Maria",3.0
n1207,"Maria Vergara-Galliadi, Lina",4.0
n1207,"Solo Nieto-Calvache, Alejandro",5.0
n1208,"Sanin, Alejandra",1.0
n1208,"Navia, Diana P.",2.0
n1208,"Serna-Jimenez, Johanna A.",3.0
n1209,"Corzo, Leyder",1.0
n1209,"Vesga, Jasmin",2.0
n1209,"Sanabria, Mauricio",3.0
n1209,"Rivera, Angela",4.0
n1210,"Felipe Hernandez-Barreto, Diego",1.0
n1210,"Paola Rodriguez-Estupinan, Jenny",2.0
n1210,"Carlos Moreno-Pirajan, Juan",3.0
n1210,"Sierra Ramirez, Rocio",4.0
n1210,"Giraldo, Liliana",5.0
n1211,"Machado-Alba, Jorge Enrique",1.0
n1211,"Machado-Duque, Manuel E.",2.0
n1211,"Gaviria-Mendoza, Andres",3.0
n1211,"Reyes, Juan Manuel",4.0
n1211,"Gamboa, Natalia Castano",5.0
n1212,"Mayorga Betancourt, Manuel Alejandro",1.0
n1212,"Lopez Santamaria, Camilo Andres",2.0
n1212,"Lopez Gomez, Mauricio",3.0
n1212,"Gonzalez Caranton, Alberth Renne",4.0
n1213,"Nieto, L. F. Mulcue",1.0
n1213,"Saldarriaga, W.",2.0
n1213,"de la Cruz, W.",3.0
n1213,"Restrepo, E.",4.0
n1213,"Ospina, M. S.",5.0
n1213,"Escobar, D.",6.0
n1214,"Castaneda-Millan, David",1.0
n1214,"Pablo Alzate-Granados, Juan",2.0
n1214,"Tobar-Roa, Veronica",3.0
n1214,"Garcia-Perdomo, Herney",4.0
n1214,"Maria Autran-Gomez, Ana",5.0
n1214,"Donoso-Donoso, Wilfredo",6.0
n1215,"Enrique Arenas-Suarez, Nelson",1.0
n1215,"Cuervo, Laura, I",2.0
n1215,"Avila, Edier F.",3.0
n1215,"Duitama-Leal, Alejandro",4.0
n1215,"Clemencia Pineda-Pena, Andrea",5.0
n1216,"Prada Rico, Mayerly",1.0
n1216,"Ines Rodriguez-Cuellar, Carmen",2.0
n1216,"Arteaga Aya, Lucy Natalia",3.0
n1216,"Nunez Chates, Claudia Lorena",4.0
n1216,"Garces Sterling, Sandra Patricia",5.0
n1216,"Pierotty, Mathieu",6.0
n1216,"Gonzalez Chaparro, Luz Esthella",7.0
n1216,"Gastelbondo Amaya, Ricardo",8.0
n1217,"Castellanos Barliza, Jeiner",1.0
n1217,"Blanco Rodriguez, Orlando",2.0
n1217,"Leon Pelaez, Juan Diego",3.0
n1217,"Fernando Chavez, Luis",4.0
n1218,"Lopez-Medina, Eduardo",1.0
n1218,"Parra, Beatriz",2.0
n1218,"Davalos, Diana M.",3.0
n1218,"Lopez, Pio",4.0
n1218,"Villamarin, Eder",5.0
n1218,"Pelaez, Melissa",6.0
n1219,"Rodriguez Rincon, Edgar",1.0
n1219,"Caicedo Hormaza, Bernardo",2.0
n1219,"Rodriguez Rebolledo, Juan Felix",3.0
n1220,"Alvarez, Catalina",1.0
n1220,"Ospina, Sebastian",2.0
n1220,"Orrego, Carlos E.",3.0
n1221,"Burwick, Richard M.",1.0
n1221,"Velasquez, Jesus A.",2.0
n1221,"Lenis, Viviana",3.0
n1221,"Silva, Jaime L.",4.0
n1221,"Sanin, Jose E.",5.0
n1221,"Quintero-Posada, Alvaro",6.0
n1221,"Alvarez-Mendieta, Maria I.",7.0
n1221,"Valencia, Catalina Maria M.",8.0
n1221,"Edna, Francisco",9.0
n1221,"Vargas, Johanna",10.0
n1221,"Bernal, Yamile",11.0
n1221,"Rincon, Monica",12.0
n1221,"Tolosa, Jorge E.",13.0
n1222,"Forero-Delgadillo, Jessica Maria",1.0
n1222,"Ochoa, Vanessa",2.0
n1222,"Duque, Natalia",3.0
n1222,"Restrepo, Jaime Manuel",4.0
n1222,"Londono, Hernando",5.0
n1222,"Nastasi-Catanese, Jose Antonio",6.0
n1222,"Pachajoa, Harry",7.0
n1223,"Macias-Quiroga, Ivan F.",1.0
n1223,"Rojas-Mendez, Edwin F.",2.0
n1223,"Giraldo-Gomez, Gloria I.",3.0
n1223,"Sanabria-Gonzalez, Nancy R.",4.0
n1224,"Santos, Daniel E.",1.0
n1224,"Barrera, Isabel Amaya",2.0
n1224,"Suarez Parra, Cesar Augusto",3.0
n1225,"Cabrera Hernandez, Moises Arturo",1.0
n1225,"Tafur Tascon, Luis Javier",2.0
n1225,"Dylan Cohen, Daniel",3.0
n1225,"Andres Garcia-Corzo, Sergio",4.0
n1225,"Quinonez Sanchez, Alexander",5.0
n1225,"Povea Combariza, Camilo",6.0
n1225,"Tejada Rojas, Carmen Ximena",7.0
n1226,"Cleves, Daniela",1.0
n1226,"Lotero, Viviana",2.0
n1226,"Medina, Diego",3.0
n1226,"Perez, Paola M.",4.0
n1226,"Patino, Jaime A.",5.0
n1226,"Torres-Canchala, Laura",6.0
n1226,"Olaya, Manuela",7.0
n1227,"Stellian, Remi",1.0
n1227,"Guillermo Jimenez, William",2.0
n1227,"Nel Paez, Pedro",3.0
n1228,"Arroyave-Ospina, Johanna C.",1.0
n1228,"Caicedo, Maria Fernanda",2.0
n1228,"Navas, Marla Cristina",3.0
n1228,"Cortes-Mancera, Fabian M.",4.0
n1229,"Vallejo, Daniela",1.0
n1229,"Rojas, Diego A.",2.0
n1229,"Martinez, John A.",3.0
n1229,"Marchant, Sergio",4.0
n1229,"Holguin, Claudia M.",5.0
n1229,"Perez, Olga Y.",6.0
n1230,"Rodriguez-Grimon, Rene",1.0
n1230,"Campos, Nestor Hernando",2.0
n1230,"Castro, Italo Braga",3.0
n1231,"Cortes, Olga L.",1.0
n1231,"Delgado, Sandra",2.0
n1231,"Esparza, Maribel",3.0
n1232,"Zambrano, Juan C.",1.0
n1232,"Echeverri, Julian",2.0
n1232,"Lopez Herrera, Albeiro",3.0
n1233,"Huertas Diaz, Omar",1.0
n1233,"Echeverry Cano, Daniel Felipe",2.0
n1233,"Manrique Molina, Filiberto Eduardo R.",3.0
n1234,"Gonzalez, C.",1.0
n1234,"Albrecht, G.",2.0
n1234,"Paluszny, M.",3.0
n1235,"Diaz Manrique, Miguel Alejandro",1.0
n1235,"Cordoba Vargas, Cindy Alexandra",2.0
n1236,"Tatiana Jimenez, Nury",1.0
n1236,"Carlos Munevar, Juan",2.0
n1236,"Manuel Gonzalez, Jose",3.0
n1236,"Infante, Clementina",4.0
n1236,"Perdomo Lara, Sandra Janneth",5.0
n1237,"Martinez, Wilmer",1.0
n1237,"Cortes, Camilo",2.0
n1237,"Yamamoto, Masayoshi",3.0
n1237,"Imaoka, Jun",4.0
n1238,"Cortes, Claudia L.",1.0
n1238,"Alejandro Montano-Argote, Mauricio",2.0
n1238,"Osorio, Alejandra M.",3.0
n1238,"Guerrero-Gonzalez, Neil",4.0
n1239,"Bermudeza, Juan Pablo",1.0
n1240,"Abril, Deisy",1.0
n1240,"Alejandro Marquez-Ortiz, Ricaurte",2.0
n1240,"Castro-Cardozo, Betsy",3.0
n1240,"Ignacio Moncayo-Ortiz, Jose",4.0
n1240,"Olarte Escobar, Narda Maria",5.0
n1240,"Corredor Rozo, Zayda Lorena",6.0
n1240,"Reyes, Niradiz",7.0
n1240,"Tovar, Catalina",8.0
n1240,"Fabio Sanchez, Hector",9.0
n1240,"Castellanos, Jaime",10.0
n1240,"Marcela Guaca-Gonzalez, Yina",11.0
n1240,"Elisa Llanos-Uribe, Carmen",12.0
n1240,"Vanegas Gomez, Natasha",13.0
n1240,"Escobar-Perez, Javier",14.0
n1241,"Gallo-Molina, Ada C.",1.0
n1241,"Castro-Vargas, Henry I.",2.0
n1241,"Garzon-Mendez, William F.",3.0
n1241,"Martinez Ramirez, Jorge A.",4.0
n1241,"Rivera Monroy, Zully J.",5.0
n1241,"King, Jerry W.",6.0
n1241,"Parada-Alfonso, Fabian",7.0
n1242,"Vasquez, Pablo",1.0
n1242,"Romero Diaz, Hector Alfonso",2.0
n1242,"Gomez Gomez, Maria Juanita",3.0
n1242,"Leal, Lida",4.0
n1242,"Yejas Navarro, Lorena Margarita",5.0
n1243,"Palencia, Manuel",1.0
n1243,"Mora, Mayra",2.0
n1243,"Lerma, Tulio A.",3.0
n1244,"Patricia Gallego-Lopez, Angela",1.0
n1244,"Cristina Gallego-Ropero, Maria",2.0
n1245,"Barahona-Correa, Julian E.",1.0
n1245,"Florez-Suarez, Jorge",2.0
n1245,"Coral-Alvarado, Paola",3.0
n1245,"Mendez-Patarroyo, Paul",4.0
n1245,"Quintana-Lopez, Gerardo",5.0
n1246,"Pava Panche, Ivan De La",1.0
n1246,"Gomez-Orozco, Viviana",2.0
n1246,"Alvarez-Meza, Andres",3.0
n1246,"Cardenas-Pena, David",4.0
n1246,"Orozco-Gutierrez, Alvaro",5.0
n1247,"Diaz-Rodriguez, Gina J.",1.0
n1247,"Sebastian Jimenez-Ramirez, Juan",2.0
n1247,"Serrano, Hernan",3.0
n1247,"Fernando Lopez-Arevalo, Hugo",4.0
n1247,"Sanchez-Palomino, Pedro",5.0
n1247,"Montenegro, Olga L.",6.0
n1248,"Gamboa Palacios, Leila Yineth",1.0
n1249,"Zuniga-Collazos, Alexander",1.0
n1249,"Lozada, Nelson",2.0
n1249,"Perdomo-Charry, Geovanny",3.0
n1250,"Lopez Zamora, Sergio Andres",1.0
n1251,"Ochoa Santana, Jesus A.",1.0
n1251,"Escorcia Dominguez, Keila",2.0
n1251,"Duran, Jefferson",3.0
n1251,"Prieto, Carlos",4.0
n1252,"Ramirez-Munoz, J. E.",1.0
n1252,"Restrepo Cuartas, J. P.",2.0
n1252,"Vinck-Posada, H.",3.0
n1253,"Herrera Muete, Diana Marcela",1.0
n1253,"Holguin Tovar, Pilar Jovanna",2.0
n1254,"Mona Nieto, Jessica Paola",1.0
n1254,"Cortes Pedraza, Sonia Bibiana",2.0
n1254,"Hincapie Garcia, Jaime Alejandro",3.0
n1255,"Rendon-Marin, Santiago",1.0
n1255,"Quintero-Gil, Carolina",2.0
n1255,"Lemeshko, Victor V.",3.0
n1255,"Orduz, Sergio",4.0
n1256,"Bernal-Galeano, Vivian",1.0
n1256,"Ochoa, Juan C.",2.0
n1256,"Trujillo, Cesar",3.0
n1256,"Rache, Leidy",4.0
n1256,"Bernal, Adriana",5.0
n1256,"Lopez, Camilo A.",6.0
n1257,"Cristina Martinez-Avila, Maria",1.0
n1257,"Almanza Hurtado, Amilkar",2.0
n1257,"Trespalacios Sierra, Alvano",3.0
n1257,"Rodriguez Yanez, Tomas",4.0
n1257,"Duenas-Castell, Carmelo",5.0
n1258,"Vargas, Monica A.",1.0
n1258,"Diosa, Jesus E.",2.0
n1258,"Mosquera, Edgar",3.0
n1259,"Katherine Bautista-Nino, Paula",1.0
n1259,"Sierra-Delgado, Julieth A.",2.0
n1259,"Likhite, Shibi",3.0
n1259,"Echeverria, Luis E.",4.0
n1259,"Vargas, Clara",5.0
n1259,"Serrano, Norma C.",6.0
n1259,"Meyer, Kathrin C.",7.0
n1259,"Rincon, Melvin Y.",8.0
n1260,"Garzon-Orjuela, Nathaly",1.0
n1260,"Prieto-Pinto, Laura",2.0
n1260,"Lasalvia, Pieralessandro",3.0
n1260,"Herrera, Daniel",4.0
n1260,"Castrillon, Johanna",5.0
n1260,"Gonzalez-Bravo, Diana",6.0
n1260,"Castaneda-Cardona, Camilo",7.0
n1260,"Rosselli, Diego",8.0
n1261,"Higuera, Adriana",1.0
n1261,"Villamizar, Ximena",2.0
n1261,"Herrera, Giovanny",3.0
n1261,"Cesar Giraldo, Julio",4.0
n1261,"Reinel Vasquez-A, Luis",5.0
n1261,"Urbano, Plutarco",6.0
n1261,"Villalobos, Oswaldo",7.0
n1261,"Tovar, Catalina",8.0
n1261,"David Ramirez, Juan",9.0
n1262,"Alexandra Castiblanco-Montanez, Ruth",1.0
n1262,"Milena Hernandez-Zambmno, Sandra",2.0
n1262,"Valencia Serna, Angie Marcela",3.0
n1262,"Nonzoque Toro, Valentina",4.0
n1262,"Sanchez Camargo, Maria Paula",5.0
n1262,"Natalia, Leidy",6.0
n1262,"Rodriguez, Restrepo",7.0
n1262,"Rodriguez-Vargas, Gabriel-Santiago",8.0
n1262,"Villareal, Laura",9.0
n1262,"Rubio, Jaime A.",10.0
n1262,"Quintero, Elias",11.0
n1262,"Alejandra Gomez, Maria",12.0
n1262,"Chavez-Chavez, Josefina",13.0
n1262,"Patricia Rivera-Triana, Diana",14.0
n1262,"Casanova, Rosartgela",15.0
n1262,"Rojas-Villarraga, Adriana",16.0
n1262,"Santos-Moreno, Pedro",17.0
n1263,"Tobar, Angel Humanez",1.0
n1263,"Murillo G, Jean F.",2.0
n1263,"Lopez, Cesar Ortega",3.0
n1263,"Martinez, Jairo Arbey Rodriguez",4.0
n1263,"Espitia R, Miguel J.",5.0
n1264,"Grueso Angulo, Reinaldo",1.0
n1264,"Torregrosa Almonacid, Lilian",2.0
n1264,"Galvis Navarrete, Silvia Helena",3.0
n1265,"Oesterdiekhoff, Georg W.",1.0
n1266,"Marin, Juliana",1.0
n1266,"Merchan Quiroz, Paloma",2.0
n1266,"Prieto Garces, Sergio",3.0
n1266,"Gomez, Alba",4.0
n1266,"Cardenas, Yenny",5.0
n1267,"Garces Giraldo, Luis Fernando",1.0
n1267,"Giraldo Zuluaga, Conrado de Jesus",2.0
n1268,"Varela, Yahson F.",1.0
n1268,"Vanegas Murcia, Magnolia",2.0
n1268,"Elkin Patarroyo, Manuel",3.0
n1269,"Foliaco, Blanca",1.0
n1269,"Bula, Antonio",2.0
n1269,"Coombes, Peter",3.0
n1270,"Castro-Arroyave, Diana",1.0
n1270,"Monroy, Maria Carlota",2.0
n1270,"Irurita, Maria Isabel",3.0
n1271,"Aragon, C. C.",1.0
n1271,"Nieto-Aristizabal, I.",2.0
n1271,"Rios-Serna, L. J.",3.0
n1271,"Barrera, M. C.",4.0
n1271,"Naranjo-Escobar, J.",5.0
n1271,"Posso-Osorio, I.",6.0
n1271,"Lara-Erazo, V.",7.0
n1271,"Leib, P.",8.0
n1271,"Moreno-Angarita, A.",9.0
n1271,"Aguirre-Valencia, D.",10.0
n1271,"Echeverri, A.",11.0
n1271,"Canas, C. A.",12.0
n1271,"Tobon, G. J.",13.0
n1272,"Segovia-Chaves, Francis",1.0
n1272,"Vinck-Posada, Herbert",2.0
n1272,"Navarro-Baron, Erik",3.0
n1273,"Suescun, Diego",1.0
n1273,"Camilo Villegas, Juan",2.0
n1273,"Diego Leon, Juan",3.0
n1273,"Correa-Londono, Guillermo A.",4.0
n1274,"Julian Velez-Upegui, Jorge",1.0
n1274,"Londono-Carvajal, Adela",2.0
n1274,"Valentina Solorzano-Gomez, Maria",3.0
n1274,"Ignacio Velez-Upegui, Jaime",4.0
n1274,"Botero-Fernandez, Veronica",5.0
n1275,"Palacios-Fuenmayor, Luis J.",1.0
n1275,"Naranjo-Isaza, Ana M.",2.0
n1275,"Fuentes, Ossian",3.0
n1275,"Palacio, Maria F.",4.0
n1275,"Martelo, Alfredo",5.0
n1275,"Gomez, Luis R.",6.0
n1275,"Garcia, Hector",7.0
n1276,"Torres Charry, Giovanni",1.0
n1276,"Gomez Mendoza, Juan Bernardo",2.0
n1277,"Archila, Pablo Antonio",1.0
n1277,"Molina, Jorge",2.0
n1277,"de Mejia, Anne-Marie Truscott",3.0
n1278,"Gafaro, Margarita",1.0
n1278,"Mantilla, Cesar",2.0
n1279,"Pena Lara, Diego",1.0
n1279,"Correa Gallego, Hernando",2.0
n1279,"Suescun Diaz, Daniel",3.0
n1280,"Carrillo Beleno, Yidris Josefina",1.0
n1280,"Rojas, Sandra",2.0
n1280,"Rojas Campo, Leonardo Favio",3.0
n1281,"Vargas-Pinto, Piero",1.0
n1281,"Galindo, Vladimir",2.0
n1281,"Pedraza-Toscano, Adriana",3.0
n1281,"Vargas-Pinto, Pedro",4.0
n1282,"Gutierrez Cortes, William Arbey",1.0
n1282,"Perdomo Morales, Paula Alejandra",2.0
n1283,"Enrique Botero, Javier",1.0
n1283,"Posada-Lopez, Adriana",2.0
n1283,"Mejia-Vallejo, Jimi",3.0
n1283,"Antonio Pineda-Tamayo, Ricardo",4.0
n1283,"Bedoya-Giraldo, Emilio",5.0
n1284,"Rodriguez Arrieta, Luis Antonio",1.0
n1284,"Roman-Gonzalez, Alejandro",2.0
n1284,"Builes Barrera, Carlos A.",3.0
n1285,"Maria Pinzon-Rondon, Angela",1.0
n1285,"Carlos Botero, Juan",2.0
n1285,"Parra-Correa, Daniela",3.0
n1285,"Parra-Correa, Laura",4.0
n1285,"Di Cecco, Leire",5.0
n1285,"Madrinan-Navia, Humberto",6.0
n1286,"Torres, Ricardo Prato",1.0
n1286,"Dominguez, Catalina",2.0
